# Andrassy 2022 (A&A 659 A193) idealized O-shell convection IC
# 2D slab for cart_ale2, y ∈ [1, 3], Lx = 2.0
# Variable-g in original paper; this slab uses mean g = 0.875690
# γ_eos = 1.6666666666666667, piecewise effective d ln p/d ln ρ: 1.667→1.300 at y=2
# μ: 1.848 (conv) → 1.802 (stable) via η₁ ramp
# Heating: q̇₀=3.795720e-04, L_tot=1.208215e-04, y∈[1.0, 1.125]
# Ly_cm Lx_cm g_y gamma rho_top P_top T_top mu
2.0000000000e+00 2.0000000000e+00 8.7568955454e-01 1.6666666667e+00 4.3137519468e-02 6.1956999794e-03 2.5881533061e-01 1.8480000000e+00
# y_cm rho P T g_y(optional) qdot(optional)
1.7500000000e+00 6.7333814487e-02 1.1053042606e-02 2.9580357102e-01 3.9953117351e-01 0.0000000000e+00
1.7539062500e+00 6.6843069790e-02 1.0948432959e-02 2.9515514852e-01 3.9882291055e-01 0.0000000000e+00
1.7578125000e+00 6.6355696934e-02 1.0844769854e-02 2.9450787469e-01 3.9811690440e-01 0.0000000000e+00
1.7617187500e+00 6.5871672584e-02 1.0742044789e-02 2.9386174587e-01 3.9741314469e-01 0.0000000000e+00
1.7656250000e+00 6.5390973584e-02 1.0640249336e-02 2.9321675842e-01 3.9671162111e-01 0.0000000000e+00
1.7695312500e+00 6.4913576948e-02 1.0539375152e-02 2.9257290872e-01 3.9601232341e-01 0.0000000000e+00
1.7734375000e+00 6.4439459865e-02 1.0439413965e-02 2.9193019315e-01 3.9531524141e-01 0.0000000000e+00
1.7773437500e+00 6.3968599693e-02 1.0340357585e-02 2.9128860813e-01 3.9462036497e-01 0.0000000000e+00
1.7812500000e+00 6.3500973959e-02 1.0242197896e-02 2.9064815008e-01 3.9392768404e-01 0.0000000000e+00
1.7851562500e+00 6.3036560357e-02 1.0144926858e-02 2.9000881544e-01 3.9323718860e-01 0.0000000000e+00
1.7890625000e+00 6.2575336750e-02 1.0048536506e-02 2.8937060068e-01 3.9254886871e-01 0.0000000000e+00
1.7929687500e+00 6.2117281162e-02 9.9530189462e-03 2.8873350226e-01 3.9186271448e-01 0.0000000000e+00
1.7968750000e+00 6.1662371784e-02 9.8583663617e-03 2.8809751668e-01 3.9117871609e-01 0.0000000000e+00
1.8007812500e+00 6.1210586967e-02 9.7645710059e-03 2.8746264044e-01 3.9049686376e-01 0.0000000000e+00
1.8046875000e+00 6.0761905223e-02 9.6716252044e-03 2.8682887007e-01 3.8981714779e-01 0.0000000000e+00
1.8085937500e+00 6.0316305225e-02 9.5795213538e-03 2.8619620209e-01 3.8913955851e-01 0.0000000000e+00
1.8125000000e+00 5.9873765801e-02 9.4882519209e-03 2.8556463307e-01 3.8846408633e-01 0.0000000000e+00
1.8164062500e+00 5.9434265938e-02 9.3978094423e-03 2.8493415958e-01 3.8779072171e-01 0.0000000000e+00
1.8203125000e+00 5.8997784779e-02 9.3081865233e-03 2.8430477819e-01 3.8711945515e-01 0.0000000000e+00
1.8242187500e+00 5.8564301618e-02 9.2193758375e-03 2.8367648551e-01 3.8645027724e-01 0.0000000000e+00
1.8281250000e+00 5.8133795906e-02 9.1313701261e-03 2.8304927815e-01 3.8578317860e-01 0.0000000000e+00
1.8320312500e+00 5.7706247243e-02 9.0441621970e-03 2.8242315274e-01 3.8511814991e-01 0.0000000000e+00
1.8359375000e+00 5.7281635379e-02 8.9577449247e-03 2.8179810593e-01 3.8445518190e-01 0.0000000000e+00
1.8398437500e+00 5.6859940215e-02 8.8721112489e-03 2.8117413437e-01 3.8379426537e-01 0.0000000000e+00
1.8437500000e+00 5.6441141798e-02 8.7872541744e-03 2.8055123475e-01 3.8313539115e-01 0.0000000000e+00
1.8476562500e+00 5.6025220323e-02 8.7031667702e-03 2.7992940375e-01 3.8247855015e-01 0.0000000000e+00
1.8515625000e+00 5.5612156128e-02 8.6198421692e-03 2.7930863808e-01 3.8182373331e-01 0.0000000000e+00
1.8554687500e+00 5.5201929699e-02 8.5372735669e-03 2.7868893445e-01 3.8117093163e-01 0.0000000000e+00
1.8593750000e+00 5.4794521663e-02 8.4554542217e-03 2.7807028960e-01 3.8052013618e-01 0.0000000000e+00
1.8632812500e+00 5.4389912788e-02 8.3743774535e-03 2.7745270028e-01 3.7987133805e-01 0.0000000000e+00
1.8671875000e+00 5.3988083983e-02 8.2940366434e-03 2.7683616326e-01 3.7922452840e-01 0.0000000000e+00
1.8710937500e+00 5.3589016298e-02 8.2144252332e-03 2.7622067530e-01 3.7857969845e-01 0.0000000000e+00
1.8750000000e+00 5.3192690920e-02 8.1355367247e-03 2.7560623319e-01 3.7793683945e-01 0.0000000000e+00
1.8789062500e+00 5.2799089174e-02 8.0573646791e-03 2.7499283376e-01 3.7729594271e-01 0.0000000000e+00
1.8828125000e+00 5.2408192520e-02 7.9799027164e-03 2.7438047380e-01 3.7665699959e-01 0.0000000000e+00
1.8867187500e+00 5.2019982555e-02 7.9031445149e-03 2.7376915017e-01 3.7602000151e-01 0.0000000000e+00
1.8906250000e+00 5.1634441007e-02 7.8270838107e-03 2.7315885970e-01 3.7538493992e-01 0.0000000000e+00
1.8945312500e+00 5.1251549740e-02 7.7517143968e-03 2.7254959926e-01 3.7475180632e-01 0.0000000000e+00
1.8984375000e+00 5.0871290747e-02 7.6770301229e-03 2.7194136571e-01 3.7412059228e-01 0.0000000000e+00
1.9023437500e+00 5.0493646154e-02 7.6030248949e-03 2.7133415596e-01 3.7349128941e-01 0.0000000000e+00
1.9062500000e+00 5.0118598214e-02 7.5296926740e-03 2.7072796690e-01 3.7286388934e-01 0.0000000000e+00
1.9101562500e+00 4.9746129311e-02 7.4570274764e-03 2.7012279545e-01 3.7223838379e-01 0.0000000000e+00
1.9140625000e+00 4.9376221955e-02 7.3850233726e-03 2.6951863854e-01 3.7161476451e-01 0.0000000000e+00
1.9179687500e+00 4.9008858782e-02 7.3136744872e-03 2.6891549310e-01 3.7099302328e-01 0.0000000000e+00
1.9218750000e+00 4.8644022556e-02 7.2429749980e-03 2.6831335611e-01 3.7037315195e-01 0.0000000000e+00
1.9257812500e+00 4.8281696162e-02 7.1729191359e-03 2.6771222451e-01 3.6975514240e-01 0.0000000000e+00
1.9296875000e+00 4.7921862611e-02 7.1035011837e-03 2.6711209531e-01 3.6913898657e-01 0.0000000000e+00
1.9335937500e+00 4.7564505035e-02 7.0347154766e-03 2.6651296549e-01 3.6852467644e-01 0.0000000000e+00
1.9375000000e+00 4.7209606688e-02 6.9665564006e-03 2.6591483205e-01 3.6791220404e-01 0.0000000000e+00
1.9414062500e+00 4.6857150945e-02 6.8990183930e-03 2.6531769204e-01 3.6730156143e-01 0.0000000000e+00
1.9453125000e+00 4.6507121299e-02 6.8320959411e-03 2.6472154246e-01 3.6669274072e-01 0.0000000000e+00
1.9492187500e+00 4.6159501363e-02 6.7657835823e-03 2.6412638038e-01 3.6608573408e-01 0.0000000000e+00
1.9531250000e+00 4.5814274866e-02 6.7000759033e-03 2.6353220286e-01 3.6548053371e-01 0.0000000000e+00
1.9570312500e+00 4.5471425655e-02 6.6349675397e-03 2.6293900696e-01 3.6487713186e-01 0.0000000000e+00
1.9609375000e+00 4.5130937692e-02 6.5704531757e-03 2.6234678977e-01 3.6427552081e-01 0.0000000000e+00
1.9648437500e+00 4.4792795054e-02 6.5065275432e-03 2.6175554838e-01 3.6367569290e-01 0.0000000000e+00
1.9687500000e+00 4.4456981931e-02 6.4431854219e-03 2.6116527991e-01 3.6307764050e-01 0.0000000000e+00
1.9726562500e+00 4.4127723045e-02 6.3812187841e-03 2.6058349390e-01 3.4868523089e-01 0.0000000000e+00
1.9765625000e+00 4.3825219430e-02 6.3244096050e-03 2.6004629883e-01 3.0888973243e-01 0.0000000000e+00
1.9804687500e+00 4.3569685118e-02 6.2765126458e-03 2.5959048722e-01 2.4977765603e-01 0.0000000000e+00
1.9843750000e+00 4.3374150452e-02 6.2399187759e-03 2.5924043507e-01 1.8035151752e-01 0.0000000000e+00
1.9882812500e+00 4.3242672420e-02 6.2153407585e-03 2.5900443751e-01 1.1115209123e-01 0.0000000000e+00
1.9921875000e+00 4.3169845714e-02 6.2017364437e-03 2.5887350040e-01 5.2651391560e-02 0.0000000000e+00
1.9960937500e+00 4.3141649170e-02 6.1964710667e-03 2.5882276354e-01 1.3661353871e-02 0.0000000000e+00
2.0000000000e+00 4.3137519468e-02 6.1956999794e-03 2.5881533061e-01 0.0000000000e+00 0.0000000000e+00
